  460 0.5044
  470 0.5048
  480 0.5053
  490 0.5058
  500 0.5064
  510 0.5071
  520 0.5078
  530 0.5085
  540 0.5094
  550 0.5103
  560 0.5113
  570 0.5124
  580 0.5137
  590 0.5150
  600 0.5165
  610 0.5181
  620 0.5198
  630 0.5217
  640 0.5237
  650 0.5260
  660 0.5284
  670 0.5311
  680 0.5339
  690 0.5370
  700 0.5403
  710 0.5439
  720 0.5478
  730 0.5519
  740 0.5564
  750 0.5611
  760 0.5661
  770 0.5714
  780 0.5771
  790 0.5830
  800 0.5893
  810 0.5958
  820 0.6026
  830 0.6097
  840 0.6170
  850 0.6245
  860 0.6322
  870 0.6400
  880 0.6479
  890 0.6559
  900 0.6640
  910 0.6720
  920 0.6800
  930 0.6879
  940 0.6956
  950 0.7032
  960 0.7106
  970 0.7178
  980 0.7247
  990 0.7314
 1000 0.7377
 1010 0.7438
 1020 0.7495
 1030 0.7549
 1040 0.7600
 1050 0.7648
 1060 0.7693
 1070 0.7735
 1080 0.7774
 1090 0.7810
 1100 0.7843
 1110 0.7874
 1120 0.7902
 1130 0.7928
 1140 0.7952
 1150 0.7974
 1160 0.7994
 1170 0.8012
 1180 0.8028
 1190 0.8044
 1200 0.8057
 1210 0.8070
 1220 0.8081
 1230 0.8092
 1240 0.8101
 1250 0.8109
 1260 0.8117
 1270 0.8124
 1280 0.8130
 1290 0.8136
 1300 0.8141
 1310 0.8146
 1320 0.8150
 1330 0.8154
 1340 0.8157
 1350 0.8160
 1360 0.8163
